filename,sentence,labels,abstract,heading
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Untuk penentuan semacam ini, Zhiwu Liu, dkk [5] telah menggunakan data mining untuk melakukannya.",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Mereka memanfaatkan sifat prediksi yang dimiliki pohon keputusan.,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Dalam data mining banyak algoritma yang dapat dipakai dalam pembentukan pohon keputusan, antara lain: Algoritma ID3, CART, dan C4.5.Algoritma C4.5 merupakan pengembangan dari algoritma ID3 [6].",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Rong Cao dan Lizhen Xu [7]menggunakan Algoritma C4.5 untuk menganalisa penjualan.,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Sementara itu, dalam bidang pendidikan, Ossy N [8] melakukan penelitian mengenai bagaimana sebuah model fuzzy dapat digunakan juga untuk membuat klasifikasi siswa yang mengikuti suatu kelas dengan kemungkinan berhasil atau gagal.",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Lebih jauh, Wen-Chih Chang, dkk [9], telah melakukan penelitian untuk mengukur kemampuan belajar siswa.",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Mereka menggunakan algoritma K-Means untuk membentuk klaster-klaster kemampuan.,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Bahar melakukan penelitian tentang kurang akuratnya proses pemilihan jurusan dengan sistem manual pada SMA, sehingga perlu suatu penggunaan metode untuk mengelompokan siswa dalam proses pemilihan jurusan.",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Bahar menggunakan algoritma Fuzzy C-Means untuk mengelompokkan data siswa SMA berdasarkan Nilai mata pelajaran inti untuk proses penjurusan [10].,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Sumanto, melakukan penelitian tentang kurang akuratnya mahasiswa dalam pemilihan peminatan Tugas Akhir [11] yang sesuai dengan ilmu yang dikuasai oleh mahasiswa sangat berpengaruh dengan nilai tugas akhir dengan menerapkan Fuzzy C-Means untuk memudahkan mahasiswa dalam pemilihan peminatan tugas akhir dengan baik, sesuai dengan kemampuan mahasiswa dengan tingkat akurasi sebesar 82%.",OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Berdasarkan pertimbangan diatas, pendekatan data mining dengan penerapan algoritma Decision Tree C4.5 akan dilakukan untuk menentukan jurusan yang akan diambil oleh mahasiswa sesuai dengan latar belakang, minat dan kemampuannya sendiri.","TOPIC, METHOD",1,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Dengan demikian peluang untuk sukses dalam studi di perguruaan tinggi semakin besar.,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Dengan demikian diharapkan algoritma Decision Tree C4.5 mampu menjadi alat pendukung keputusanyang digunakan oleh pihak Perguruan Tinggi dalam proses penentuan jurusan mahasiswa.,OTHERS,0,I. PENDAHULUAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Metode yang digunakan dalampaper ini adalah metode penelitian eksperimen, yang terdiri dari: (1) Pengumpulan data, (2) Pengolahan data awal, (3) Model yang diusulkan, (4) Pengujian model dan (5) Evalu asi dan validasi model.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Data sekunder adalah data yang diperoleh secara tidak langsung bersumber dari dokumentasi, literatur, buku, jurnal dan informasi lainnya yang ada hubungannya dengan masalah yang diteliti.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Data sekunder pada penelitian ini adalah : buku-buku, jurnal tentang algoritma Decision Tree C4.5 dan data mining serta data mahasiswa baru STMIK Indonesia Banjarmasin tahun 2008 s.d 2009.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sedangkan Data primer adalah data yang diperoleh dari hasil penelitian.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Data primer dalam penelitian ini adalah data hasil uji dengan menggunakan algoritma Decision Tree C4.5,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Data yang didapatkan dari BAA STMIK Indonesia Banjarmasin yaitu data mahasiswa dengan atribut NIM, Nama, Tanggal Lahir, Asal Sekolah, Nilai UN, Jurusan yang dipilih.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Data lain yang akan diolah adalah Indeks Prestasi Kumulatif Semester 1 danIndeks Prestasi Kumulatif Semester 2.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Gartner Group dalam [6] menyebutkan bahwa data mining adalah: 1. Proses menelusuri pengetahuan baru 2. Pola dan tren yang dipilah dari jumlah data yang besar yang disimpan dalam repositori atau tempat penyimpanan dengan menggunakan teknik pengenalan pola serta statistik dan tehnik matematika.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Di sisi lain, Data mining adalah proses yang menggunakan statistik, matematika, kecerdasan buatan, dan machine learning untuk mengekstraksi dan mengidentifikasi informasi yang bermanfaat dan pengetahuan yang terkait dari berbagai database besar [4].",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sehingga Data mining adalah serangkaian proses untuk menggali nilai tambah dari suatu kumpulan data berupa pengetahuan yang selama ini tidak diketahui secara manual [12].,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Model yang diusulkan untuk menentukan jurusan mahasiswa adalah algoritma Decision Tree C4.5.,METHOD,1,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Model ini akan dibandingkan dengan Model Naive Bayes.,METHOD,1,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Tahapan Algoritma Decision Tree C4.5: 1) Menyiapkan data training 2) Menentukan akar dari pohon 3) Hitung nilai Gain:(1) 4) Ulangi langkah ke-2 hingga semua tupel terpartisi (2)5) Proses partisi pohon keputusan akan berhenti saat semua tupel dalam node N mendapat kelas yang sama dan atau tidak ada atribut di dalam tupel yang dipartisi lagi dan atau tidak ada tupel di dalam cabang yang kosong.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sedangkan Naive Bayes merupakan salah satu metode machine learning yang menggunakan perhitungan probabilitas.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Gambaran proses klasifikasi dengan algoritma Naive Bayes:,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Model yang telah dikembangkan dalam penelitian ini akan diterapkan pada data mahasiswa baru STMIK Indonesia Banjarmasin tahun 2008 s.d 2009 melalui suatu simulasi menggunakan RapidMiner.,DATASET,1,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Data Sampel terdiri dari atribut Nama, Jenis Kelamin, Umur, Asal Sekolah, Jurusan Asal Sekolah, Nilai UAN, IPK Semester 1, IPK Semester 2.",DATASET,1,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sebanyak 90% data akan digunakan untuk membangun struktur pohon keputusan melalui metode C4.5.Sedangkan10% lainnya digunakan sebagai data uji.,DATASET,1,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Hasil Evaluasi dilakukan dengan menganalisa hasil klasifikasi.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Pengukuran data dilakukan dengan confusion matrix [13] dan ROC Curve (AUC) [14] untuk mengevaluasi hasil dari algoritma Decision Tree C4.5.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Confusion matrix merupakan sebuah table yang terdiri dari banyaknya baris data uji yang diprediksi benar dan tidak benar oleh model klasifikasi.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Tabel ini diperlukan untuk mengukur kinerja suatu model klasifikasi [15].,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Bentuk tabel confusion matrix dapat dilihat pada Tabel 1.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Perhitungan akurasi dengan tabel confusion matrix adalah sebagai berikut: (3),OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Penjelasan tentang pengukuran Precision dan recall dapat di lihat pada Tabel 2 dan perhitungan di berikut:,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Precision didefinisikan sebagai rasio item relevan yang dipilih terhadap semua item yang terpilih.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Precision merupakan probabilitas bahwa sebuah item yang dipilih adalah relevan.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Dapat diartikan sebagai kecocokan antara permintaan informasi dengan jawaban terhadap permintaan itu.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Precision dihitung dengan rumus:A/(A+B)(4)Sedangkan Recall didefinisikan sebagai rasio dari item relevan yang dipilih terhadap total jumlah item relevan yang tersedia.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Recall merupakan probabilitas bahwa suatu item yang relevan akan dipilih.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Recall dapat dihitung dengan jumlah rekomendasi yang relevan yang dipilih oleh user dibagi dengan jumlah semua rekomendasi yang relevan baik dipilih maupun rekomendasi yang tidak terpilih.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Recall dapat dihitung dengan rumus:A/(A+C)(5) Precision and Recall dapat diberi nilai dalam bentuk angka dengan menggunakan perhitungan presentase (1-100%) atau dengan menggunakan bilangan antara 0-1.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sistem rekomendasi akan dianggap baik jika nilai precision and recallnya tinggi.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sedangkan F1 digunakan untuk representasi dari penggabungan antara Precision dan Recal.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,F1 dapat dihitung menggunakan rumus dibawah ini: F1 = 2PR / (P + R)(6) Nilai F1 merupakan tingkat akurasi terhadap sistem dalam memberikan rekomendasi yang diinginkan.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Sistem akan diaanggap baik jika memiliki tingkat akurasi (F1) yang tinggi.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"ROC (Receivier Operating Characteristic) Curve adalah grafik antara sensitifitas (true positive rate) pada sumbu Y dengan 1-spesifisitas pada sumbu X (false positive rate), seakan-akan menggambarkan tawar-menawar antara sensitivitas dan spesifisitas, yangtujuannya adalah untuk menentukan cut off point pada uji diagnostic yang bersifat kontinyu [14].",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Evaluasi pengukuran RapidMiner yaitu membandingkan nilai akurasi, nilai precision, dan nilai recall antara algoritma Decision Tree C4.5 dengan Algoritma Naive Bayes.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Validasi hasil penelitian dilakukan dengan mengambil sampel secara acak sebanyak 100 data mahasiswa.,OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Data diuji dengan algoritma Decision Tree C4.5 dan Algoritma Naive Bayes, hasilnya akan dibandingkan.",OTHERS,0,II. METODOLOGI PENELITIAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Uji pertama melalui data sample yaitu data angkatan 2008, Field data NRP, NAMA, Tempat Lahir dan Tanggal Lahir dihilangkan untuk mendapatkan akurasi yang lebih tinggi.",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Selain itu, Untuk membentuk pohon keputusan maka atribut IPK Semester 1 danIPK Semester 2 perlu di klasifikasi menjadi:",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Menghasilkan performance vector seperti terlihat dalam tabel 4.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Menghasilkan akurasi yang di dapat pada uji pertama 93,31%.",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Nilai precision dan recall berturut-turut: 94,23% dan 92,45%",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Pada perhitungan nilai AUC didapatkan sebesar 0,961 (Gambar 2) dengan demikian maka klasifikasi keakuratan tes diagnostiknyatermasuk dalam kategori sangat baik.",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Sedangkan data yang menghasilkan output tidak sesuai, akan direkomendasikan jurusan baru.",OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Hasil perhitungan rekomendasi tanpa melibatkan field Umur, menunjukan hasil akurasi 76,64%.",RESULT,1,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Sedangkan dengan melibatkan field Umur, didapatkan bentuk pohon (Gambar 3) dengan akurasi 82,64%.",RESULT,1,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Hasil Algoritma Decision Tree C4.5 dievaluasi dan dibandingkan dengan Algoritma Naive Bayes.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Dari hasil eksperimen didapatkan hasil sebagaimana tabel 6.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Kemudian pada model dilewatkan data uji untuk mendapatkan hasil Akurasi Rekomendasi.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Algoritma Decision Tree C4.5 dievaluasi dan dibandingkan dengan Algoritma Naive Bayes.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Hasilnya ditampilkan pada tabel 7.,OTHERS,0,III. HASIL
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Dari hasil uji, Algoritma Decision Tree C4.5 memprediksi lebih akurat dari pada Algoritma Naive Bayes dalam penentuan kesesuaian jurusan dan rekomendasi jurusan mahasiswa.",CONCLUSION,1,IV. KESIMPULAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Dengan demikian dapat disimpulkan bahwa Algoritma Decision Tree C4.5 akurat diterapkan untuk penentuan kesesuaian jurusan mahasiswa dengan tingkat keakuratan 93,31% dan akurasi rekomendasi jurusan sebesar 82,64%.","RESULT, CONCLUSION",1,IV. KESIMPULAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,Dengan adanya penerapan Decision Tree C4.5 diharapkan mampu memberikan solusi bagi mahasiswa dan dapat membantu STMIK Indonesia dalam menentukan jurusan yang sesuai yang akan ditempuh oleh mahasiswa selama studi sehingga peluang untuk sukses dalam studi di perguruaan tinggi semakin besar.,OTHERS,0,IV. KESIMPULAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Namun terdapat beberapa hal yang perlu penulis sarankan bagi pengembangan penelitian ini antara lain, seperti dilakukan pengujian data dengan menambahkan beberapa kolom yang data yang baru.",SUGGESTION,1,IV. KESIMPULAN
Penerapan Algoritma C4.5 Untuk Penentuan Jurusan Mahasiswa.txt,"Dapat juga dilakukan perbandingan dengan metode algoritma lain yang mendukung pengujian data yang ada, sehingga bisa didapat tingkat akurasi yang lebih baik lagi.",SUGGESTION,1,IV. KESIMPULAN
Data_Mining_Apriori.txt,Menambang data atau upaya untuk menggali informasi dan pengetahuan yang berharga pada database yang sangat besar disebut data mining atau Knowledge Discovery in Database disingkat KDD.,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,Salah satu algoritma yang paling populer pada teknik data mining adalah algoritma Apriori.,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,Sedangkan dalam penemuan pola kombinasi hubungan antar item-sets digunakanAssociation Rules ( Aturan Asosiasi ).,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,"Data Mining telah diimplementasikan ke berbagai bidang, diantaranyabidang bisnis atau perdangangan, bidang pendidikan, dan telekomunikasi.",OTHERS,0,Abstrak
Data_Mining_Apriori.txt,Di bidang bisnis misalnya hasil implementasi data mining menggunakan algoritma Apriori dapat membantu para pebisnis dalam kebijakan pengambilan keputusan terhadap apa yang berhubungan dengan persediaan barang.,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,Misalnya pentingnya sistem persediaan barang di suatu Apotek dan jenis barang apa yang menjadi prioritas utama yang harus di stok untuk mengantisipasi kekosongan barang.,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,Karena minimnya stok barang dapat berpengaruh pada pelayanan konsumen dan pendapatan Apotek.,OTHERS,0,Abstrak
Data_Mining_Apriori.txt,"Oleh sebab itu ketersediaan berbagai jenis alat-alat kesehatan di Apotek sebagai salah satu supplier alat-alat kesehatan, mutlak untuk mendukung kelancaran penyalurannya kepada konsumen, sehingga aktivitas pelayanan konsumen berjalan dengan baik.",OTHERS,0,Abstrak
Data_Mining_Apriori.txt,"Seiring dengan masalah diatas, data mining mampu menciptakan lingkungan bisnis yang inteligen, untuk menghadapi semakin tingginya tingkat persaingan bisnis Apotek dimasa yang akan datang.",OTHERS,0,Abstrak
Data_Mining_Apriori.txt,"Data Mining diartikan sebagai menambang data atau upaya untuk menggali informasi yang berharga dan berguna pada database yang sangat besar ( Agrawal, R., Srikant, 1996 ).",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,Hal terpenting dalam teknik data mining adalah aturan untuk menemukan pola frekuensi tinggi antar himpunan itemset yang disebut fungsi Association Rules (Aturan Asosiasi).,OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Beberapa algoritma yang termasuk dalam Aturan Asosiasi adalah seperti AIS Algorithm, Apriori Algorithm, DHP Algorithm, dan Partition Algorithm (Shuruti Aggarwal,2013).",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Namun diantara algoritma-algoritma tersebut, penulis memilih Algoritma Apriori dalam aplikasinya pada penelitian.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Belakangan ini data mining telah diimplementasikan keberbagai bidang, diantaranya dalam bidang bisnis atau perdangangan, bidang pendidikan, dan telekomunikasi.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Dibidang bisnis misalnya hasil implementasi data mining algoritma Apriori dapat membantu para pebisnis dalam pengambilan keputusan terhadap apa yang berhubungan dengan persediaan barang ( Finn Lee S & Juan Santana., 2010 ).",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,Misalnya pentingnya sistem persediaan barang di suatu Apotek dan jenis barang apa yang menjadi prioritas utama yang harus distok untuk mengantisipasi kekosongan barang.,OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,Karena minimnya stok barang dapat berpengaruh pada pelayanan konsumen dan pendapatan Apotek.,OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Adanya aktivitas transaksi penjualan sehari-hari pada Apotek Kelambir2 Medan, akan menghasilkan tumpukan data yang semakin lama semakin besar, sehingga dapat menimbulkan masalah baru.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Jika hal ini dibiarkan, maka data-data transaksi tersebut akan menjadi tumpukan sampah yang merugikan karena membutuhkan media penyimpanan/database yang semakin besar.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Seiring dengan kemajuan teknologi yang semakin pesat makaberkembang pula kemampuan dalam mengumpulkan, menganalisa dan mengolah data pada database.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,Sehingga diperlukan suatu aplikasi untuk memilah dan memilih data penting dari database.,OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Dalam persaingan di dunia bisnis, khususnya industri Apotek, menuntut para pengembang untuk menemukan suatu strategi jitu yang dapat meningkatkan penjualan barang.",BACKGROUND,1,1. PENDAHULUAN
Data_Mining_Apriori.txt,Salah satu cara mengatasinya adalah dengan tetap tersediaannya berbagai jenis alat-alat kesehatan secara kontinu digudang Apotik.,BACKGROUND,1,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Untuk mengetahui alat-alat kesehatanapa saja yang dibeli oleh para konsumen, dilakukan teknik analisis keranjang pasar yaitu analisis dari kebiasaan membeli konsumen.",BACKGROUND,1,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Penerapan Algoritma Apriori, membantu dalam membentuk kandidat kombinasi item yang mungkin, kemudian dilakukan pengujian apakah kombinasi tersebut memenuhi parameter support dan condence minimum yang merupakan nilai ambang yang diberikan oleh pengguna.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Aktivitas dan transaksi di suatu organisasi pada umumnya sama, yang berbeda adalah elemenelemen penyusunnya, misalnya organisasi pemerintahan berbeda dengan organisasi bisnis, demikian pula dengan organisasi kependidikan.",OTHERS,0,1. PENDAHULUAN
Data_Mining_Apriori.txt,"Karakteristik organisasi yang berbeda demikian akan menghasilkan pemodelan bisnis yang bervariasi, dan perbedaan ini juga terlihat dalam data dan aliran datanya.",OTHERS,0,1. PENDAHULUAN
